candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.64,-0.64
Jean-Luc Mélenchon,18.0,2.48,-2.48
Raphaël Glucksmann,15.0,2.3,-2.3
Édouard Philippe,19.0,2.53,-2.53
Bruno Retailleau,8.0,1.75,-1.75
Nicolas Dupont-Aignan,2.5,1.01,-1.01
Marine Le Pen,33.0,3.03,-3.03
Éric Zemmour,3.5,1.18,-1.18
