candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.47,-0.47
Fabien Roussel,3,0.81,-0.81
Jean-Luc Mélenchon,13,1.59,-1.59
Raphaël Glucksmann,12,1.53,-1.53
Marine Tondelier,4,0.92,-0.92
Gabriel Attal,14,1.64,-1.64
Bruno Retailleau,12,1.53,-1.53
Nicolas Dupont-Aignan,1,0.47,-0.47
Jordan Bardella,35,2.25,-2.25
Éric Zemmour,5,1.03,-1.03
