candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.52,-0.5
Jean-Luc Mélenchon,15,2.65,-2.65
Fabien Roussel,2,1.04,-1.04
Marine Tondelier,3,1.26,-1.26
Raphaël Glucksmann,9,2.12,-2.12
Gabriel Attal,8,2.01,-2.01
Édouard Philippe,15,2.65,-2.65
Bruno Retailleau,8,2.01,-2.01
Nicolas Dupont-Aignan,2,1.04,-1.04
Marine Le Pen,34,3.51,-3.51
Éric Zemmour,4,1.45,-1.45
