candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1,0.74,-0.74
Jean-Luc Mélenchon,15,2.65,-2.65
Fabien Roussel,2,1.04,-1.04
Marine Tondelier,4,1.46,-1.46
Raphaël Glucksmann,9,2.13,-2.13
Édouard Philippe,22,3.08,-3.08
Bruno Retailleau,9,2.13,-2.13
Marine Le Pen,34,3.52,-3.52
Éric Zemmour,4,1.46,-1.46
