candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.003,0.0
Fabien Roussel,5.0,0.008,0.001
Jean-Luc Mélenchon,13.0,0.018,0.005
Olivier Faure,7.0,0.011,0.002
Édouard Philippe,19.0,0.024,0.009
Bruno Retailleau,10.0,0.014,0.003
Dominique de Villepin,4.5,0.008,0.0
Nicolas Dupont-Aignan,2.0,0.004,0.0
Jordan Bardella,34.0,0.04,0.02
Éric Zemmour,4.5,0.008,0.0
