candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.5,0.8,-0.8
Jean-Luc Mélenchon,18.5,2.54,-2.54
Raphaël Glucksmann,17.0,2.46,-2.46
Gabriel Attal,15.0,2.34,-2.34
Bruno Retailleau,9.0,1.87,-1.87
Nicolas Dupont-Aignan,2.0,0.92,-0.92
Marine Le Pen,34.0,3.1,-3.1
Éric Zemmour,3.0,1.12,-1.12
