candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,0.5,0.48,-0.48
Jean-Luc Mélenchon,13.0,2.31,-2.31
Fabien Roussel,2.5,1.07,-1.07
Raphaël Glucksmann,11.0,2.15,-2.15
Marine Tondelier,3.5,1.26,-1.26
Gabriel Attal,15.0,2.45,-2.45
Bruno Retailleau,11.0,2.15,-2.15
Nicolas Dupont-Aignan,2.0,0.96,-0.96
Jordan Bardella,37.0,3.31,-3.31
Éric Zemmour,4.5,1.42,-1.42
