candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.69,-0.69
Jean-Luc Mélenchon,13.0,2.32,-2.32
Fabien Roussel,3.0,1.18,-1.18
Raphaël Glucksmann,11.0,2.16,-2.16
Marine Tondelier,3.0,1.18,-1.18
Gabriel Attal,15.0,2.46,-2.46
Bruno Retailleau,14.0,2.39,-2.39
Nicolas Dupont-Aignan,3.0,1.18,-1.18
Marine Le Pen,32.0,3.22,-3.22
Éric Zemmour,5.0,1.5,-1.5
