candidat,intentions,erreur_sup,erreur_inf
Nathalie Arthaud,1.0,0.64,-0.64
Jean-Luc Mélenchon,17.0,2.43,-2.43
Fabien Roussel,3.0,1.1,-1.1
Marine Tondelier,3.0,1.1,-1.1
Raphaël Glucksmann,12.0,2.1,-2.1
Édouard Philippe,18.0,2.48,-2.48
Bruno Retailleau,8.0,1.75,-1.75
Nicolas Dupont-Aignan,1.5,0.79,-0.79
Marine Le Pen,33.0,3.04,-3.04
Éric Zemmour,3.5,1.19,-1.19
